Drug1_ID,Drug2_ID,Y,Neg samples
DB00477,DB02546,19,DB00178$t
DB01142,DB00215,48,DB00688$h
DB00910,DB09330,72,DB01397$h
DB01184,DB00195,46,DB00887$t
DB01614,DB09071,48,DB01195$h
DB00481,DB02703,72,DB09265$h
DB00395,DB00985,48,DB00841$h
DB01587,DB09017,48,DB01221$t
DB00904,DB01236,19,DB00201$t
DB01591,DB01264,46,DB06228$t
DB00531,DB06193,14,DB06698$h
DB01394,DB00831,72,DB01325$t
DB06204,DB00736,46,DB01259$t
DB00780,DB08941,48,DB00985$t
DB00818,DB00549,46,DB00796$t
DB01229,DB00947,48,DB01011$h
DB00415,DB01032,72,DB01015$h
DB00723,DB00601,70,DB09236$t
DB00568,DB01609,72,DB11106$t
DB03128,DB00285,46,DB09082$t
DB04552,DB00467,26,DB00899$t
DB00818,DB00188,46,DB01143$t
DB01609,DB01588,74,DB08873$h
DB04896,DB01452,63,DB00915$h
DB00223,DB00843,48,DB00763$t
DB00835,DB05246,48,DB09462$t
DB00899,DB01325,48,DB00126$h
DB00924,DB04871,48,DB09085$h
DB00947,DB00224,46,DB00556$t
DB00752,DB00557,15,DB00896$t
DB06288,DB00768,48,DB00361$h
DB00470,DB00582,72,DB11574$h
DB00615,DB00230,74,DB00323$h
DB08918,DB01466,63,DB08882$h
DB00216,DB00951,46,DB01071$t
DB09280,DB05381,74,DB06202$h
DB00981,DB00517,69,DB01377$t
DB00215,DB00652,63,DB09130$h
DB00469,DB00870,48,DB05990$h
DB00899,DB06282,48,DB01590$h
DB00212,DB00606,59,DB01326$t
DB00420,DB00320,46,DB01206$h
DB01045,DB00270,3,DB00209$h
DB00564,DB09241,48,DB00263$h
DB01122,DB00960,53,DB08880$h
DB01353,DB00427,48,DB00236$t
DB01050,DB00203,46,DB00080$t
DB00237,DB01463,48,DB01101$h
DB09270,DB08933,72,DB00235$h
DB00502,DB00014,19,DB01115$t
DB00184,DB00227,46,DB01069$t
DB00836,DB00476,46,DB00981$t
DB01587,DB00715,48,DB00389$t
DB01440,DB08918,48,DB00803$t
DB00814,DB01029,46,DB00189$t
DB01120,DB00476,8,DB00481$h
DB09330,DB00679,74,DB00608$h
DB00655,DB01586,69,DB00524$t
DB00615,DB06636,10,DB00701$t
DB00344,DB00780,48,DB11136$h
DB00706,DB09048,72,DB00511$t
DB01100,DB01149,72,DB06414$t
DB01192,DB09015,48,DB00916$t
DB00615,DB00347,3,DB00678$h
DB00178,DB00206,48,DB00740$t
DB00477,DB00529,19,DB00768$t
DB01021,DB01016,69,DB08871$h
DB00854,DB00700,48,DB01303$h
DB04839,DB00384,74,DB00652$h
DB09238,DB08931,59,DB01603$h
DB00688,DB01324,69,DB00710$t
DB00231,DB00270,46,DB01611$t
DB09280,DB01204,74,DB00339$t
DB00620,DB00944,48,DB00841$h
DB09204,DB00296,48,DB02709$t
DB01248,DB01141,46,DB06414$t
DB06201,DB00921,48,DB00604$t
DB00908,DB01259,19,DB06819$t
DB01215,DB02703,72,DB00273$t
DB00489,DB01087,46,DB11699$h
DB04743,DB00764,48,DB06153$t
DB00835,DB01023,46,DB08983$t
DB01201,DB09235,74,DB13179$h
DB08883,DB01211,46,DB13025$t
DB00961,DB09009,48,DB09289$h
DB00723,DB01247,70,DB06777$t
DB01463,DB01588,48,DB00819$h
DB11596,DB00794,74,DB08882$h
DB09292,DB00177,48,DB00800$t
DB01283,DB06781,48,DB00709$h
DB01259,DB05812,72,DB06152$h
DB01580,DB00384,48,DB01083$h
DB01068,DB09118,72,DB00598$h
DB01268,DB00857,46,DB11636$h
DB00997,DB00321,72,DB06698$h
DB00690,DB01198,48,DB08992$t
DB01081,DB00313,48,DB00014$t
DB09280,DB00745,3,DB11915$h
DB01118,DB08916,74,DB08807$h
DB05109,DB00511,57,DB04552$t
DB00296,DB00880,48,DB00402$h
DB00312,DB00655,3,DB06626$h
DB08797,DB00487,26,DB00356$t
DB00323,DB00214,48,DB00080$h
DB09235,DB00922,48,DB00358$t
DB01236,DB00187,48,DB08804$t
DB09166,DB00320,46,DB09274$t
DB09215,DB01384,48,DB00150$t
DB00518,DB00207,46,DB06764$t
DB01320,DB00377,3,DB01204$h
DB00601,DB04871,48,DB00735$h
DB01578,DB00529,56,DB08976$h
DB00656,DB00216,48,DB06210$t
DB00293,DB00390,57,DB00758$t
DB00690,DB00199,46,DB00724$t
DB08901,DB01023,46,DB08795$h
DB00263,DB06412,8,DB00969$t
DB00324,DB00981,48,DB12483$h
DB00231,DB00203,46,DB01077$h
DB06684,DB01026,72,DB09396$t
DB00182,DB06697,46,DB00490$t
DB00475,DB00321,48,DB09477$t
DB01351,DB01353,48,DB00273$h
DB00215,DB01623,19,DB00598$t
DB00176,DB00497,48,DB03756$t
DB01165,DB00818,19,DB00343$h
DB00296,DB00582,46,DB00642$t
DB00870,DB00999,69,DB00486$t
DB09288,DB01208,26,DB01141$t
DB08880,DB00213,74,DB11574$h
DB09049,DB09462,72,DB00890$t
DB11348,DB00622,69,DB00903$t
DB00575,DB06717,72,DB06480$t
DB00844,DB00625,48,DB09221$t
DB01236,DB00228,48,DB00236$h
DB01320,DB00361,3,DB01331$h
DB00339,DB04855,46,DB00603$t
DB00862,DB00575,9,DB09094$h
DB00897,DB01463,48,DB00643$h
DB01256,DB09118,72,DB00788$h
DB00182,DB00543,22,DB08871$h
DB01591,DB01099,46,DB00126$t
DB06212,DB00734,72,DB09210$h
DB01175,DB04842,48,DB01106$t
DB01236,DB00945,48,DB01567$h
DB08918,DB01238,48,DB00553$h
DB08880,DB12161,74,DB09290$t
DB00831,DB00468,72,DB00577$h
DB06207,DB00388,4,DB00233$h
DB00588,DB01199,48,DB01203$h
DB00991,DB06826,69,DB01366$t
DB01174,DB09330,74,DB11574$t
DB00263,DB00915,19,DB00823$h
DB00784,DB05219,46,DB01280$t
DB00997,DB08873,72,DB01366$t
DB00876,DB11362,59,DB00954$h
DB00869,DB06694,59,DB00080$h
DB00440,DB06414,46,DB01195$t
DB00295,DB00925,48,DB06819$t
DB13872,DB04953,48,DB00366$t
DB00182,DB01180,59,DB12924$h
DB00869,DB01240,59,DB08880$h
DB09342,DB05271,31,DB00788$t
DB00191,DB09555,75,DB00609$h
DB00563,DB06739,72,DB13145$h
DB01223,DB09166,69,DB09215$t
DB00215,DB01452,63,DB00267$h
DB00482,DB00619,46,DB00521$h
DB00694,DB00210,71,DB01337$h
DB00182,DB01037,48,DB01004$t
DB00983,DB09167,46,DB00692$h
DB00489,DB09288,36,DB09130$h
DB00912,DB01026,72,DB00564$h
DB00620,DB00914,69,DB00744$h
DB00899,DB00470,15,DB01384$h
DB08991,DB00630,48,DB01600$t
DB00392,DB09272,38,DB00462$t
DB01320,DB01129,3,DB00487$h
DB00850,DB01241,46,DB01613$t
DB00589,DB11574,48,DB00967$h
DB01149,DB09073,72,DB06210$h
DB00278,DB06739,5,DB01096$h
DB01320,DB00872,3,DB00891$h
DB00831,DB00897,48,DB00333$t
DB00946,DB01607,5,DB08828$t
DB09280,DB08905,74,DB04894$h
DB00304,DB01072,72,DB01328$t
DB01591,DB01188,46,DB09265$t
DB01010,DB00392,69,DB00456$t
DB01175,DB06636,46,DB08913$t
DB01161,DB01239,48,DB01406$h
DB00850,DB09073,72,DB04571$h
DB00633,DB01068,48,DB01046$h
DB00469,DB09211,69,DB09074$h
DB01023,DB01113,48,DB00936$t
DB08865,DB00502,19,DB04911$t
DB02709,DB06196,48,DB01250$t
DB00877,DB01264,46,DB00353$t
DB01136,DB09235,59,DB04552$t
DB01165,DB00529,19,DB00688$h
DB00356,DB08872,48,DB00122$t
DB01367,DB00502,48,DB06267$h
DB00843,DB09291,46,DB08907$t
DB00843,DB06290,72,DB06216$t
DB00615,DB06016,3,DB01233$h
DB00518,DB00227,46,DB13179$t
DB00277,DB00640,69,DB04896$t
DB01614,DB01151,48,DB00392$h
DB09078,DB01601,46,DB00889$t
DB08439,DB02703,72,DB01169$h
DB00398,DB00976,72,DB00803$t
DB08916,DB00196,72,DB06724$t
DB00266,DB00775,5,DB00188$h
DB00797,DB00384,48,DB01041$t
DB01349,DB00749,48,DB00459$h
DB08984,DB06781,48,DB01105$h
DB00006,DB00744,5,DB00650$h
DB00448,DB00205,46,DB01245$t
DB02709,DB00188,46,DB01370$t
DB01589,DB00395,48,DB04871$t
DB00569,DB00870,5,DB00462$h
DB00362,DB04743,48,DB01336$h
DB01075,DB00675,10,DB09211$t
DB00215,DB00440,19,DB01252$t
DB05294,DB00904,19,DB01028$h
DB00244,DB01260,48,DB01614$h
DB06739,DB09091,48,DB01223$t
DB00423,DB05246,48,DB06769$h
DB00316,DB04871,46,DB04844$t
DB00284,DB08918,8,DB00923$h
DB06288,DB00420,35,DB00641$h
DB00633,DB00252,48,DB09211$h
DB00497,DB00887,48,DB00927$t
DB00998,DB00734,48,DB00753$t
DB01624,DB00752,46,DB09009$t
DB00950,DB00470,15,DB00115$h
DB08881,DB01103,74,DB00564$h
DB00604,DB00270,19,DB08816$h
DB00321,DB00458,48,DB00598$t
DB00201,DB09291,46,DB00694$t
DB00956,DB01623,15,DB00569$t
DB01219,DB00199,46,DB00307$t
DB00613,DB01182,72,DB08880$h
DB00745,DB00199,46,DB08811$t
DB00244,DB00821,56,DB01036$h
DB01239,DB00768,48,DB01149$t
DB00755,DB09330,72,DB09278$t
DB09009,DB13323,48,DB01601$h
DB00203,DB00657,48,DB01070$t
DB00502,DB05271,31,DB09281$t
DB00678,DB00254,46,DB01093$h
DB00323,DB01197,48,DB01206$h
DB00514,DB06288,48,DB01260$t
DB08912,DB08931,74,DB00465$h
DB00628,DB00679,48,DB00713$t
DB08922,DB00675,46,DB00656$h
DB01159,DB01149,46,DB08971$h
DB00648,DB06212,74,DB04896$t
DB00844,DB00470,15,DB00944$h
DB00906,DB01501,48,DB11699$h
DB08882,DB04574,74,DB00947$h
DB01559,DB09118,72,DB08976$h
DB00268,DB00678,48,DB00547$h
DB00321,DB00397,48,DB09257$t
DB00006,DB00210,5,DB00714$h
DB01320,DB00672,3,DB01204$h
DB00818,DB01203,48,DB00649$t
DB01609,DB01012,74,DB01303$h
DB00376,DB00392,48,DB00633$t
DB04844,DB00285,19,DB00827$t
DB00850,DB01319,46,DB06723$t
DB08899,DB06155,74,DB08943$t
DB00889,DB06697,46,DB00944$t
DB01349,DB01264,46,DB01284$t
DB01255,DB00392,75,DB00461$h
DB00214,DB00675,46,DB01595$t
DB01268,DB01097,48,DB13025$h
DB00564,DB01036,3,DB00465$h
DB08918,DB01232,72,DB00610$t
DB06700,DB00854,63,DB00643$h
DB00932,DB00745,46,DB00514$t
DB00458,DB02703,72,DB01577$h
DB01122,DB08897,69,DB01325$h
DB01200,DB00321,36,DB00182$t
DB01103,DB09073,72,DB01260$t
DB01367,DB01162,48,DB00678$t
DB00219,DB01591,48,DB00887$h
DB00248,DB00270,46,DB09499$t
DB01200,DB00323,48,DB01553$t
DB01418,DB04911,72,DB04841$h
DB00227,DB00752,72,DB01244$h
DB05294,DB01072,46,DB06210$h
DB00684,DB00814,71,DB00318$t
DB12267,DB01149,46,DB00620$t
DB00870,DB00257,46,DB00126$t
DB01397,DB04552,48,DB06150$h
DB01351,DB00946,3,DB00812$t
DB00276,DB00215,46,DB00711$t
DB01236,DB00391,48,DB05381$h
DB01236,DB00458,48,DB00460$t
DB00425,DB00201,46,DB00291$h
DB00738,DB00215,46,DB00723$t
DB00435,DB00575,48,DB01132$h
DB00827,DB00658,66,DB08931$t
DB00647,DB00660,48,DB00705$t
DB00948,DB00445,74,DB00413$h
DB00420,DB00334,19,DB00906$h
DB00593,DB01219,48,DB01115$h
DB05294,DB09065,46,DB00347$t
DB00821,DB02709,48,DB00752$t
DB00608,DB00363,19,DB09227$t
DB04552,DB01130,48,DB01216$h
DB00178,DB00695,48,DB00239$t
DB00752,DB01242,48,DB00682$h
DB01609,DB08893,74,DB00744$h
DB00933,DB00502,46,DB01326$t
DB01065,DB01615,48,DB09267$t
DB00690,DB04868,46,DB00966$t
DB01182,DB00976,72,DB09555$t
DB00215,DB05521,46,DB00195$t
DB00751,DB00530,74,DB09134$h
DB00312,DB06155,3,DB00783$h
DB00617,DB00177,46,DB00687$t
DB00695,DB01339,16,DB00487$t
DB06414,DB00681,72,DB01609$h
DB00208,DB00318,69,DB00511$t
DB01580,DB06282,48,DB03793$h
DB01219,DB04855,46,DB01180$t
DB00275,DB00678,48,DB01190$h
DB00817,DB11348,66,DB08880$t
DB00972,DB13025,15,DB00700$h
DB00963,DB00620,48,DB06709$h
DB00351,DB06695,76,DB09008$t
DB00353,DB00619,48,DB00493$t
DB00489,DB06737,36,DB00317$t
DB00370,DB00953,48,DB00762$h
DB00359,DB00780,8,DB01357$h
DB00806,DB00936,48,DB00304$h
DB09124,DB01078,57,DB11362$t
DB06207,DB09330,72,DB05260$h
DB00708,DB00323,48,DB00552$h
DB06212,DB00989,72,DB00336$h
DB00470,DB00472,46,DB01414$t
DB00605,DB01093,46,DB01288$h
DB00829,DB08918,48,DB00814$t
DB01587,DB00196,46,DB11268$t
DB00216,DB08864,74,DB01042$h
DB00295,DB01023,48,DB00877$t
DB00336,DB00283,46,DB00115$t
DB00335,DB09235,59,DB00238$h
DB00393,DB00925,59,DB00497$t
DB00518,DB09198,46,DB09135$t
DB00006,DB00775,5,DB00525$h
DB00494,DB00625,48,DB01420$h
DB00211,DB00841,48,DB11348$t
DB00203,DB00654,9,DB06789$t
DB13872,DB06204,15,DB06708$t
DB00615,DB01196,3,DB00619$h
DB01036,DB08816,46,DB00624$t
DB01351,DB00266,3,DB00630$h
DB01043,DB01199,69,DB00723$t
DB00643,DB01026,46,DB01218$h
DB01228,DB00215,46,DB03128$t
DB01174,DB08877,3,DB08947$h
DB00497,DB00599,48,DB09027$t
DB00531,DB00273,46,DB08873$t
DB08918,DB00257,46,DB00875$h
DB01014,DB00710,48,DB01567$t
DB01320,DB00469,3,DB08882$h
DB00189,DB00575,48,DB00799$h
DB00567,DB00270,46,DB08889$t
DB00296,DB00734,59,DB01420$t
DB06144,DB00268,31,DB08804$t
DB00768,DB00484,15,DB01325$h
DB01437,DB09118,48,DB08964$t
DB01043,DB03128,48,DB09211$t
DB01045,DB01236,3,DB08941$h
DB06605,DB06739,5,DB08874$h
DB09204,DB01149,72,DB00285$h
DB00682,DB01435,5,DB01610$h
DB09215,DB08819,69,DB09185$h
DB01236,DB00486,15,DB00210$h
DB01041,DB00205,46,DB00966$t
DB00497,DB06716,48,DB00459$h
DB00989,DB12278,69,DB08804$h
DB08877,DB09083,53,DB05676$t
DB00736,DB00289,46,DB01280$h
DB00441,DB00363,48,DB02638$t
DB00652,DB01433,48,DB06710$h
DB09079,DB01211,72,DB06817$h
DB06204,DB00182,48,DB00691$h
DB01166,DB00752,72,DB06154$h
DB00524,DB00678,48,DB06217$t
DB01014,DB08880,56,DB11699$t
DB01081,DB00697,48,DB00970$h
DB00264,DB01131,72,DB11730$h
DB06201,DB00802,48,DB01553$h
DB00216,DB00952,48,DB08954$t
DB01587,DB00737,48,DB04878$t
DB11581,DB00203,46,DB01251$h
DB00252,DB01028,3,DB00625$t
DB00489,DB00949,19,DB06803$t
DB00296,DB09026,48,DB00666$t
DB00956,DB13323,15,DB00822$t
DB00297,DB00631,48,DB00628$t
DB01227,DB00182,68,DB01299$t
DB01424,DB00502,46,DB01233$t
DB00655,DB09070,72,DB01033$t
DB00502,DB00434,48,DB01015$h
DB01364,DB00320,70,DB00525$t
DB00567,DB09039,46,DB00294$h
DB05294,DB01155,19,DB01463$h
DB00652,DB00752,48,DB00631$t
DB00946,DB00916,72,DB00711$t
DB00875,DB00622,19,DB09147$h
DB01215,DB08873,72,DB09039$t
DB00182,DB00590,59,DB00699$h
DB01600,DB06196,48,DB00553$h
DB00474,DB09009,48,DB01232$h
DB00750,DB09009,48,DB06769$h
DB00898,DB00427,15,DB00890$t
DB01268,DB08804,8,DB09143$h
DB00831,DB00379,46,DB00992$t
DB00795,DB08880,72,DB04575$h
DB00571,DB01089,59,DB00549$t
DB06696,DB01250,71,DB00323$h
DB01501,DB01175,48,DB06701$h
DB01320,DB01062,3,DB04865$h
DB00502,DB00808,19,DB02187$t
DB08798,DB06595,46,DB01023$h
DB01015,DB05521,46,DB01108$t
DB00661,DB09330,72,DB01612$h
DB00899,DB00323,48,DB05381$t
DB01609,DB11828,74,DB04844$h
DB08808,DB00870,36,DB00456$t
DB01041,DB01612,48,DB00379$t
DB08867,DB00351,69,DB00343$h
DB00818,DB01167,46,DB11581$t
DB00420,DB00844,48,DB00663$t
DB04868,DB04876,69,DB09097$h
DB08815,DB01161,48,DB00843$t
DB00900,DB08880,72,DB01320$t
DB08918,DB00622,46,DB04841$t
DB00310,DB09477,59,DB00120$t
DB00363,DB00203,46,DB09296$h
DB01609,DB01200,74,DB00467$t
DB01015,DB06700,8,DB00497$h
DB01236,DB00705,46,DB01582$t
DB01154,DB01325,29,DB05219$t
DB00768,DB00285,46,DB09060$t
DB00395,DB00423,48,DB00608$h
DB00540,DB01219,48,DB00763$t
DB00637,DB09167,46,DB01175$t
DB00215,DB00537,19,DB00528$t
DB01339,DB00327,48,DB01175$h
DB02709,DB08881,72,DB00244$h
DB00843,DB01062,69,DB01567$h
DB01166,DB01236,5,DB06718$h
DB06713,DB08873,72,DB01608$h
DB12267,DB01601,72,DB09093$h
DB11362,DB01211,46,DB00916$t
DB00231,DB00831,48,DB00721$h
DB09477,DB00461,48,DB00232$t
DB00615,DB01431,3,DB09297$h
DB01235,DB00182,48,DB00378$t
DB00402,DB00611,48,DB04844$h
DB01622,DB01299,72,DB00467$h
DB01320,DB01091,74,DB00865$t
DB08877,DB00091,46,DB00430$h
DB00222,DB00182,8,DB00562$h
DB00296,DB00748,48,DB08905$h
DB00889,DB09238,46,DB12026$t
DB01320,DB00622,72,DB11596$h
DB04743,DB01380,48,DB00991$t
DB00738,DB01023,48,DB09224$h
DB00615,DB01395,74,DB01614$h
DB00633,DB00657,48,DB00417$t
DB00210,DB00917,69,DB01583$h
DB00296,DB00283,46,DB00562$t
DB00960,DB00420,46,DB08932$h
DB00844,DB01236,48,DB08983$t
DB00318,DB01626,48,DB00571$h
DB01166,DB02709,5,DB00405$h
DB00215,DB00918,48,DB09343$t
DB00498,DB08983,5,DB09094$h
DB00619,DB04868,72,DB08869$t
DB01254,DB01149,72,DB00346$t
DB01424,DB00201,46,DB04876$t
DB11636,DB00006,69,DB01422$t
DB00252,DB08882,74,DB01180$h
DB00899,DB01567,48,DB00673$h
DB00395,DB00484,15,DB00640$h
DB08905,DB08909,69,DB00273$h
DB04951,DB00511,57,DB01609$t
DB04272,DB01600,5,DB11699$t
DB00690,DB00734,48,DB01280$h
DB00316,DB00625,46,DB01191$t
DB01466,DB09125,48,DB01216$t
DB00678,DB01129,46,DB00470$h
DB01008,DB09118,72,DB09015$t
DB00796,DB00925,59,DB01581$t
DB00492,DB00606,59,DB00708$h
DB06690,DB00625,48,DB09143$t
DB00732,DB00854,48,DB00665$t
DB06736,DB01046,69,DB00182$t
DB01201,DB09143,74,DB00662$t
DB01184,DB00540,19,DB05381$h
DB00296,DB00409,48,DB08873$h
DB06201,DB01501,48,DB00678$h
DB04841,DB09118,46,DB03615$h
DB01023,DB01180,59,DB11574$h
DB00521,DB00870,36,DB09223$t
DB01355,DB00678,46,DB08905$t
DB00623,DB00690,48,DB09087$h
DB09241,DB00601,48,DB00218$t
DB09288,DB00620,48,DB00564$h
DB00461,DB01609,48,DB09070$h
DB00850,DB01209,48,DB01047$t
DB00552,DB00511,57,DB00304$t
DB00288,DB00890,72,DB00603$h
DB00647,DB01621,48,DB00620$h
DB09085,DB00906,48,DB06689$h
DB00681,DB00489,48,DB01217$h
DB01076,DB01601,72,DB00743$h
DB00598,DB00768,36,DB11363$t
DB00956,DB00697,15,DB00402$h
DB01236,DB00750,48,DB08916$h
DB01325,DB01092,48,DB00656$t
DB00907,DB00625,48,DB08873$t
DB00877,DB01261,69,DB08877$h
DB01211,DB00477,19,DB00213$t
DB00854,DB06216,48,DB00675$h
DB01087,DB00420,19,DB01204$t
DB01580,DB09118,48,DB11613$h
DB01236,DB06738,48,DB09235$h
DB01433,DB00421,48,DB09078$t
DB01118,DB01320,19,DB00435$h
DB00390,DB00633,53,DB08872$h
DB00615,DB09230,74,DB01004$t
DB01624,DB01615,48,DB00641$h
DB01058,DB00320,46,DB00605$t
DB01339,DB00454,48,DB00475$t
DB00563,DB00744,72,DB00953$t
DB01028,DB00322,46,DB08882$h
DB00397,DB01021,82,DB00519$h
DB01024,DB08905,48,DB08828$t
DB00936,DB00203,46,DB00596$h
DB00554,DB00177,46,DB00899$t
DB00418,DB05381,3,DB01348$h
DB06789,DB00270,46,DB00771$h
DB00838,DB00890,72,DB01331$t
DB06203,DB00476,46,DB01284$h
DB00615,DB00393,74,DB00954$h
DB00708,DB00427,48,DB01599$h
DB13139,DB06210,72,DB00573$h
DB01065,DB06282,48,DB00836$h
DB00184,DB09120,46,DB09102$t
DB00916,DB00932,48,DB13872$h
DB00896,DB01233,48,DB01366$t
DB01162,DB00871,4,DB00336$h
DB01098,DB08882,72,DB09047$h
DB01418,DB06739,5,DB00742$h
DB01026,DB00176,46,DB06690$t
DB00753,DB00780,48,DB00908$h
DB09039,DB00726,19,DB09018$h
DB00623,DB00215,46,DB09074$h
DB00327,DB08873,46,DB01366$t
DB01433,DB00934,48,DB00915$h
DB00216,DB00904,63,DB09069$h
DB01214,DB01348,59,DB00633$h
DB00569,DB00210,5,DB00763$t
DB04861,DB01601,72,DB00670$h
DB00768,DB00240,48,DB11691$t
DB00818,DB00557,15,DB09273$t
DB04861,DB00814,36,DB08943$t
DB00252,DB01349,3,DB00527$h
DB00472,DB08933,72,DB00560$h
DB00323,DB05271,31,DB00748$t
DB06803,DB00203,46,DB09124$t
DB00425,DB01081,15,DB01211$t
DB00615,DB01409,3,DB11348$h
DB00323,DB01203,48,DB04865$h
DB01609,DB00588,74,DB00747$t
DB01058,DB00501,72,DB00571$h
DB00553,DB01072,46,DB00456$h
DB05381,DB00283,46,DB00723$h
DB00215,DB00614,63,DB00497$h
DB00563,DB09543,72,DB00470$t
DB00343,DB06826,59,DB00322$h
DB01195,DB00540,19,DB00625$h
DB00956,DB00408,15,DB04876$h
DB01259,DB01132,46,DB01182$t
DB11614,DB09118,72,DB01595$t
DB00371,DB00906,48,DB00618$h
DB00215,DB00743,19,DB00631$h
DB01587,DB01588,48,DB00856$t
DB00531,DB01026,46,DB08874$h
DB09147,DB01390,66,DB00326$t
DB01014,DB00655,48,DB09069$t
DB00328,DB08981,48,DB09211$h
DB00972,DB01600,48,DB09185$t
DB06695,DB01236,5,DB00645$h
DB00243,DB08916,72,DB01326$t
DB00402,DB00344,48,DB06412$h
DB00838,DB01233,48,DB09275$h
DB00869,DB00794,48,DB09267$h
DB01367,DB00678,59,DB04552$t
DB00682,DB00896,5,DB05219$h
DB00680,DB09204,59,DB01607$h
DB00351,DB06335,69,DB06410$h
DB04938,DB09118,72,DB00412$h
DB04841,DB01601,46,DB00356$t
DB00768,DB09063,72,DB01241$t
DB01435,DB00476,46,DB09134$t
DB00203,DB06290,72,DB01011$t
DB00203,DB00722,72,DB01192$t
DB00170,DB00201,46,DB13025$t
DB00563,DB04552,72,DB01201$h
DB01253,DB01601,46,DB08800$t
DB06739,DB00588,48,DB00508$t
DB00628,DB00683,48,DB00841$h
DB01169,DB05294,32,DB00990$t
DB01609,DB00367,74,DB09488$h
DB00807,DB01235,48,DB00695$t
DB00497,DB00652,48,DB08800$h
DB00862,DB00606,9,DB01201$h
DB04845,DB01211,72,DB00595$h
DB01339,DB00468,20,DB11363$h
DB00590,DB00388,4,DB01235$h
DB08938,DB00244,69,DB06292$h
DB00814,DB00310,69,DB09065$t
DB01351,DB00645,48,DB01685$t
DB08981,DB00487,26,DB00719$t
DB01624,DB09167,46,DB11596$t
DB06690,DB00906,48,DB03756$t
DB12598,DB06781,48,DB01214$t
DB00835,DB01015,46,DB00356$t
DB01589,DB00470,15,DB09274$h
DB00896,DB01601,72,DB01598$h
DB00521,DB00869,59,DB00710$t
DB04743,DB08984,48,DB01012$t
DB00703,DB00476,29,DB01351$t
DB00418,DB00628,48,DB00455$h
DB01587,DB00673,72,DB00456$h
DB09241,DB00691,59,DB09167$h
DB00296,DB01072,46,DB01211$h
DB00283,DB09241,1,DB00217$h
DB01367,DB01324,59,DB08800$t
DB00412,DB00780,8,DB09536$h
DB00780,DB00477,48,DB09067$h
DB00489,DB00604,32,DB01609$h
DB00555,DB04844,48,DB04898$h
DB08903,DB09118,72,DB00891$t
DB13874,DB09118,72,DB09017$h
DB06210,DB09198,46,DB00142$t
DB01219,DB08872,48,DB04552$h
DB08916,DB09065,72,DB00792$t
DB00296,DB06700,48,DB01597$t
DB00346,DB09054,72,DB00981$h
DB00867,DB01325,82,DB01171$h
DB08880,DB12332,74,DB01041$h
DB00184,DB05812,72,DB00236$h
DB01233,DB01264,72,DB01214$h
DB00344,DB00470,15,DB06713$h
DB00252,DB00518,10,DB00388$t
DB00835,DB00736,46,DB00577$t
DB00924,DB09330,72,DB00875$t
DB06739,DB09054,46,DB01392$t
DB00358,DB00250,48,DB00415$t
DB00206,DB06826,59,DB00732$h
DB06786,DB01211,72,DB06155$t
DB00275,DB00814,48,DB09324$t
DB06770,DB09166,48,DB00006$h
DB01201,DB01595,3,DB00592$h
DB00214,DB00489,48,DB00349$h
DB09297,DB06636,46,DB09018$h
DB01228,DB00752,46,DB01553$t
DB00745,DB00758,10,DB00243$t
DB00916,DB00289,46,DB09020$t
DB00780,DB00195,59,DB00402$h
DB06212,DB06774,72,DB12924$h
DB01595,DB12332,46,DB01087$t
DB00678,DB01254,72,DB00712$t
DB00877,DB00582,72,DB00611$t
DB00182,DB00433,60,DB06210$h
DB00418,DB00870,3,DB06769$h
DB00842,DB02703,72,DB09166$t
DB00922,DB00678,48,DB01463$t
DB01355,DB06414,46,DB01210$h
DB01349,DB01072,46,DB12278$h
DB00620,DB09074,46,DB06217$h
DB09214,DB00554,48,DB08806$h
DB00627,DB01252,69,DB00399$t
DB01175,DB01241,46,DB08880$h
DB00462,DB00647,48,DB09067$t
DB01161,DB01235,48,DB00433$t
DB00924,DB00625,48,DB01042$t
DB00575,DB00654,59,DB00631$h
DB04552,DB00214,28,DB01362$t
DB06690,DB01567,48,DB00304$t
DB01349,DB01319,46,DB00758$t
DB13142,DB09216,69,DB01611$h
DB00956,DB04946,15,DB00251$t
DB00731,DB08873,46,DB00804$h
DB00547,DB01324,82,DB06154$h
DB09009,DB09072,15,DB04339$h
DB00866,DB04871,46,DB01232$h
DB01094,DB01609,72,DB01162$t
DB01028,DB01114,48,DB00293$h
DB08931,DB04855,46,DB00731$t
DB00402,DB06288,48,DB00964$t
DB01595,DB06290,72,DB01422$t
DB00745,DB00320,46,DB06203$t
DB00628,DB01558,48,DB11994$t
DB06810,DB01600,71,DB09277$h
DB00764,DB06819,69,DB01071$h
DB00564,DB00216,3,DB01194$h
DB08918,DB08865,46,DB09276$t
DB00608,DB06786,48,DB00213$t
DB00554,DB01708,48,DB09017$t
DB09034,DB00850,15,DB08974$h
DB01592,DB00685,74,DB06193$h
DB01324,DB00422,36,DB01083$t
DB00647,DB00243,46,DB08822$t
DB01037,DB01021,59,DB00441$t
DB00647,DB01168,48,DB09543$h
DB00328,DB00232,69,DB01626$t
DB00712,DB06826,69,DB04794$h
DB00682,DB00586,5,DB00807$h
DB00696,DB00356,48,DB00489$t
DB04743,DB04574,48,DB00561$h
DB01023,DB09026,48,DB09389$t
DB00423,DB08918,48,DB01438$t
DB00656,DB01028,48,DB01256$h
DB00454,DB13025,48,DB01329$t
