Drug1_ID,Drug2_ID,Y,Neg samples
DB00216,DB00476,48,DB01587$t
DB00619,DB01211,72,DB01583$h
DB01591,DB00647,48,DB00430$h
DB01614,DB00613,72,DB01349$h
DB00575,DB00606,59,DB01600$t
DB00806,DB00178,59,DB11574$t
DB09342,DB00395,48,DB01204$t
DB00323,DB00470,15,DB00445$t
DB01028,DB01211,46,DB08871$h
DB00270,DB09235,59,DB00613$t
DB04871,DB00745,46,DB08916$h
DB00744,DB09167,46,DB09134$t
DB00850,DB00976,46,DB00395$t
DB01591,DB00318,48,DB01162$h
DB04844,DB00502,48,DB00719$t
DB09543,DB00869,48,DB04552$t
DB02709,DB04743,48,DB13872$h
DB00998,DB13025,48,DB00356$t
DB08916,DB00678,72,DB00489$h
DB01149,DB01026,46,DB09021$t
DB06282,DB08933,72,DB01205$t
DB00620,DB00890,72,DB11348$t
DB00250,DB08880,46,DB09221$h
DB00925,DB00976,46,DB01600$t
DB06155,DB09118,72,DB06654$t
DB00876,DB08880,48,DB08871$t
DB02709,DB04865,48,DB00351$t
DB00870,DB04865,48,DB00969$t
DB00744,DB00768,48,DB06691$t
DB01614,DB00625,48,DB01303$t
DB00608,DB00318,69,DB00432$t
DB06217,DB09039,46,DB08877$t
DB00690,DB00203,46,DB01085$t
DB01320,DB01205,72,DB00427$t
DB08798,DB09167,46,DB01141$t
DB00752,DB01021,59,DB00215$h
DB00615,DB04871,3,DB01600$h
DB00270,DB01211,46,DB01175$t
DB09477,DB06739,48,DB00675$t
DB08880,DB00806,74,DB00608$t
DB00420,DB01611,72,DB04911$h
DB01320,DB00203,3,DB00427$h
DB00906,DB01601,46,DB01085$t
DB00321,DB00780,48,DB00402$h
DB01021,DB08882,69,DB01406$t
DB00392,DB01199,48,DB01325$h
DB00675,DB01015,46,DB09021$t
DB00925,DB00489,48,DB09015$h
DB01351,DB01614,48,DB02709$h
DB01023,DB02703,72,DB09130$h
DB01351,DB09167,3,DB08882$h
DB04844,DB01015,19,DB04786$t
DB00869,DB08931,59,DB00430$t
DB00448,DB00736,46,DB06152$t
DB01015,DB00752,8,DB06819$t
DB01320,DB01141,74,DB00459$t
DB00178,DB00744,48,DB01601$h
DB01000,DB00445,74,DB09215$h
DB08828,DB05219,46,DB11574$t
DB13142,DB01583,69,DB00459$t
DB06212,DB02703,72,DB00711$h
DB00270,DB09048,72,DB00780$h
DB00561,DB00780,70,DB08828$t
DB08828,DB01149,46,DB01366$t
DB00633,DB01214,48,DB08877$t
DB00514,DB00976,46,DB01233$t
DB00870,DB00203,46,DB13025$h
DB01023,DB08933,72,DB00718$t
DB00201,DB09167,46,DB00430$t
DB00850,DB01463,48,DB06729$h
DB00620,DB09118,72,DB08828$t
DB09009,DB00906,48,DB01141$h
DB00296,DB09118,72,DB09124$h
DB00690,DB04896,48,DB11793$t
DB00678,DB00210,48,DB00502$t
DB00768,DB01175,48,DB00346$t
DB01211,DB00502,19,DB01147$h
DB00328,DB00768,48,DB00250$t
DB00244,DB00502,48,DB00613$h
DB00184,DB00736,46,DB02703$t
DB04844,DB00675,19,DB06654$h
DB01195,DB00321,19,DB00321$h
DB00854,DB06282,48,DB00415$t
DB09330,DB09118,74,DB00807$t
DB00553,DB00184,46,DB00954$t
DB00678,DB01021,59,DB01208$t
DB09167,DB04876,72,DB09462$t
DB00273,DB00323,48,DB01042$h
DB05294,DB08933,72,DB01325$h
DB08880,DB01609,48,DB01303$h
DB00818,DB01023,46,DB00718$t
DB04844,DB00346,19,DB01320$t
DB00514,DB00889,63,DB01366$t
DB00744,DB06739,48,DB01614$t
DB13872,DB00476,48,DB09118$h
DB00356,DB00203,46,DB00328$t
DB09241,DB00678,59,DB09156$h
DB08918,DB01026,72,DB01606$h
DB00976,DB00497,48,DB00803$h
DB00321,DB00427,48,DB01364$h
DB09041,DB01023,48,DB00970$t
DB01609,DB08828,74,DB01610$h
DB01325,DB00215,54,DB08802$h
DB00875,DB00768,48,DB08800$t
DB00328,DB02709,48,DB09211$t
DB09543,DB00244,5,DB09124$h
DB00814,DB09048,72,DB08889$h
DB01595,DB00270,46,DB09134$h
DB00850,DB01023,46,DB09143$t
DB00476,DB00675,10,DB09067$t
DB01036,DB00854,48,DB00969$h
DB00843,DB00625,46,DB09067$t
DB00906,DB00270,46,DB01349$t
DB00571,DB09167,46,DB09235$t
DB00647,DB00606,48,DB01607$h
DB00203,DB00273,46,DB00768$t
DB00384,DB08931,48,DB06155$h
DB00655,DB02703,72,DB01610$t
DB00818,DB09330,72,DB00441$t
DB01206,DB00608,46,DB01609$t
DB00351,DB04876,69,DB00608$t
DB06201,DB00625,48,DB00448$t
DB00655,DB01583,69,DB08800$t
DB00182,DB09167,46,DB13025$t
DB00273,DB00395,48,DB01614$t
DB00182,DB06826,59,DB00502$h
DB00627,DB08882,69,DB00575$t
DB00875,DB00633,48,DB01433$h
DB02709,DB09215,48,DB05381$h
DB06282,DB01601,46,DB00658$t
DB00215,DB00875,48,DB00613$t
DB00356,DB05246,48,DB01022$h
DB01161,DB00395,48,DB06212$t
DB00998,DB01175,48,DB01019$h
DB01320,DB00620,3,DB09235$h
DB00814,DB09330,72,DB00351$t
DB00518,DB01601,46,DB08800$h
DB01175,DB00956,63,DB00441$t
DB06155,DB09330,72,DB01369$h
DB01026,DB08933,72,DB01364$t
DB00620,DB00655,72,DB13450$t
DB06696,DB09215,71,DB09166$t
DB00678,DB00244,48,DB01351$t
DB00296,DB00489,48,DB00775$t
DB00854,DB00768,48,DB08800$t
DB01219,DB00976,46,DB00427$t
DB00608,DB00420,19,DB01595$t
DB00744,DB04865,48,DB01093$t
DB00956,DB00850,15,DB00662$t
DB00476,DB04871,48,DB00448$t
DB00807,DB00470,15,DB01147$h
DB01236,DB00296,48,DB00662$t
DB04896,DB01433,63,DB00891$h
DB00953,DB01463,48,DB00628$t
DB00620,DB00619,46,DB09067$h
DB01236,DB00384,48,DB00658$t
DB00751,DB01601,46,DB09069$t
DB01351,DB01325,29,DB01438$h
DB01463,DB06144,48,DB02709$t
DB00445,DB09215,71,DB01320$h
DB00647,DB01614,48,DB01324$h
DB00956,DB00502,15,DB01611$t
DB01587,DB01026,46,DB08828$t
DB00346,DB00869,59,DB09324$t
DB00606,DB09235,59,DB00710$t
DB06201,DB00296,48,DB00323$h
DB01320,DB00906,3,DB00336$h
DB00990,DB01149,46,DB00630$t
DB05294,DB01591,19,DB05381$h
DB00615,DB00448,3,DB01015$h
DB00831,DB00427,48,DB01233$h
DB00388,DB00752,70,DB06826$h
DB01028,DB01463,48,DB04865$h
DB00210,DB04865,48,DB01204$h
DB01320,DB01026,74,DB08798$t
DB08873,DB00682,74,DB08930$h
DB00736,DB09330,72,DB00384$h
DB00346,DB01211,72,DB00680$h
DB00736,DB00182,17,DB00293$t
DB01320,DB01216,3,DB00215$h
DB04844,DB01463,48,DB00640$h
DB01433,DB09235,48,DB00244$t
DB01149,DB01433,63,DB09021$h
DB01191,DB00502,46,DB08882$t
DB04871,DB01211,46,DB00875$h
DB00445,DB00768,71,DB06155$h
DB09342,DB06282,48,DB05294$h
DB09166,DB00736,46,DB00850$t
DB00402,DB00356,48,DB08798$h
DB00296,DB00395,48,DB00351$h
DB00608,DB01268,19,DB04786$t
DB04896,DB00182,48,DB09462$t
DB09166,DB00270,46,DB00814$t
DB00814,DB01211,46,DB09021$t
DB00210,DB00554,48,DB00736$t
DB00875,DB05246,48,DB00346$h
DB00402,DB01615,48,DB00631$t
DB00514,DB01614,48,DB03756$h
DB00875,DB09118,48,DB06781$t
DB00328,DB00620,48,DB00456$t
DB01041,DB13025,15,DB02546$t
DB01041,DB01351,15,DB00627$h
DB00546,DB00625,46,DB00875$h
DB01351,DB01587,48,DB06282$h
DB00184,DB08933,72,DB09125$h
DB00780,DB11699,63,DB01610$h
DB00384,DB04743,36,DB11586$h
DB09330,DB02709,74,DB06282$h
DB00675,DB00625,46,DB11699$h
DB00768,DB06781,48,DB03756$h
DB04896,DB08957,84,DB09396$h
DB00916,DB01026,46,DB00682$t
DB00554,DB01324,69,DB01141$h
DB00497,DB09009,48,DB06691$t
DB00476,DB01601,72,DB00427$h
DB00203,DB00476,46,DB00493$t
DB00768,DB08905,48,DB00633$t
DB06781,DB00981,48,DB01406$t
DB00678,DB00768,48,DB09134$h
DB00470,DB08933,72,DB00384$t
DB00571,DB00608,46,DB01606$t
DB00318,DB00323,48,DB01299$h
DB00744,DB01325,69,DB01614$t
DB00615,DB01211,76,DB09292$t
DB00356,DB01211,46,DB09215$t
DB00678,DB09330,72,DB00628$t
DB00420,DB02546,19,DB06781$h
DB00502,DB09048,72,DB00323$h
DB01351,DB01567,48,DB00323$h
DB03756,DB00625,46,DB08889$h
DB00850,DB01259,46,DB00336$h
DB01175,DB00647,63,DB00351$t
DB00215,DB00916,19,DB00627$t
DB01433,DB09125,48,DB00819$h
DB00633,DB01149,48,DB00489$t
DB00356,DB09167,46,DB09185$t
DB00182,DB09488,75,DB00577$h
DB00497,DB01587,48,DB04865$h
DB06414,DB09330,72,DB00981$t
DB00875,DB00529,19,DB00719$t
DB06414,DB00745,46,DB00321$t
DB00682,DB08983,5,DB00925$h
DB00554,DB01600,48,DB01463$h
DB00617,DB00976,46,DB01587$t
DB06781,DB00890,72,DB00356$t
DB01600,DB00502,48,DB01259$h
DB00956,DB13872,15,DB00339$h
DB00850,DB00470,15,DB01438$t
DB06781,DB01199,48,DB00529$t
DB01236,DB08933,72,DB00561$t
DB00665,DB01026,46,DB00410$t
DB00178,DB04743,48,DB00606$h
DB00925,DB00384,48,DB00768$h
DB00445,DB00210,71,DB00655$h
DB00346,DB00841,4,DB01141$t
DB00956,DB09009,15,DB00617$t
DB00395,DB05246,48,DB01601$h
DB00182,DB01615,60,DB00296$h
DB00870,DB00710,48,DB06210$t
DB00615,DB00655,3,DB00745$h
DB01320,DB00843,3,DB00680$h
DB01184,DB04844,32,DB00807$h
DB01131,DB00619,46,DB01204$h
DB00889,DB00915,19,DB00916$h
DB01433,DB00384,48,DB02701$t
DB00575,DB00321,36,DB01268$t
DB01433,DB00625,48,DB01191$h
DB01175,DB00182,48,DB00678$h
DB13142,DB01023,69,DB01205$t
DB00736,DB00203,46,DB00293$h
DB00296,DB00470,15,DB09040$t
DB00850,DB01211,46,DB00613$t
DB00953,DB01233,48,DB06414$h
DB09342,DB00323,48,DB01199$t
DB08905,DB00487,48,DB09125$h
DB00807,DB01175,48,DB04876$t
DB00744,DB00710,48,DB01329$t
DB00680,DB01149,48,DB01233$t
DB01609,DB00768,74,DB11574$h
DB13142,DB00710,74,DB06152$h
DB00752,DB09235,59,DB09342$h
DB06155,DB01149,46,DB09342$t
DB00420,DB00427,48,DB00336$h
DB00356,DB09048,72,DB01000$h
DB00608,DB00915,19,DB01329$t
DB00678,DB04743,48,DB00296$h
DB08931,DB00976,46,DB00273$h
DB00323,DB00476,29,DB01206$t
DB00916,DB00203,46,DB00658$t
DB00768,DB04896,48,DB08880$h
DB01184,DB04871,46,DB06152$t
DB09477,DB00489,48,DB00818$h
DB09166,DB01219,48,DB01324$h
DB00890,DB01583,69,DB00415$t
DB00497,DB00647,48,DB09156$h
DB00818,DB01015,46,DB00658$t
DB00752,DB00476,29,DB09462$t
DB05381,DB09330,72,DB01280$h
DB00628,DB00906,48,DB06654$h
DB01233,DB00571,53,DB00675$h
DB00318,DB01587,48,DB00869$t
DB01041,DB00818,15,DB06210$h
DB00628,DB00323,48,DB06819$h
DB00807,DB09342,48,DB09324$t
DB00752,DB08931,59,DB08911$t
DB00956,DB01219,15,DB06412$t
DB00744,DB04743,48,DB00620$h
DB00906,DB00203,46,DB01131$t
DB00250,DB00270,46,DB01042$t
DB09235,DB00818,48,DB01595$t
DB01195,DB01233,19,DB08918$t
DB00875,DB00915,19,DB00620$t
DB00448,DB00273,46,DB00711$h
DB00296,DB01162,48,DB00981$h
DB00854,DB04844,48,DB01326$h
DB01015,DB00625,46,DB01349$t
DB00575,DB08931,48,DB06193$t
DB09235,DB01041,48,DB01195$t
DB00215,DB00976,46,DB00699$t
DB01175,DB06144,48,DB00870$t
DB05246,DB01149,48,DB12924$t
DB09215,DB08905,48,DB01093$h
DB01028,DB05219,46,DB01268$t
DB03128,DB09118,46,DB00675$h
DB01567,DB00575,48,DB06210$t
DB00518,DB00201,46,DB04844$t
DB01162,DB06152,4,DB00441$h
DB04871,DB01149,46,DB00956$h
DB00420,DB01259,19,DB00625$h
DB00690,DB01587,48,DB06739$h
DB00953,DB04871,48,DB06210$h
DB09009,DB00476,48,DB01216$t
DB00956,DB00976,72,DB00270$h
DB00321,DB08933,72,DB01581$t
DB00489,DB00818,19,DB08802$h
DB06212,DB01406,72,DB00392$h
DB01195,DB00608,19,DB13025$h
DB01175,DB00203,46,DB00775$t
DB00625,DB08873,74,DB00080$t
DB00514,DB08918,63,DB00420$t
DB00647,DB00819,48,DB11636$h
DB01131,DB00736,46,DB01553$t
DB00328,DB09167,46,DB01204$t
DB00502,DB01595,48,DB09048$t
DB00615,DB00546,3,DB04571$h
DB12278,DB00273,48,DB01299$h
DB06212,DB00675,72,DB09477$h
DB06739,DB00976,46,DB00841$h
DB06144,DB01601,46,DB00577$t
DB00854,DB00470,15,DB00841$h
DB00877,DB09118,72,DB01000$t
DB00296,DB00876,48,DB00470$t
DB00869,DB09330,72,DB09338$h
DB08873,DB00178,74,DB00351$h
DB00925,DB01211,46,DB00518$t
DB02546,DB04876,69,DB09241$t
DB00628,DB13025,48,DB08916$t
DB01195,DB02546,19,DB00630$h
DB01149,DB04896,48,DB00321$t
DB00969,DB00270,46,DB00441$t
DB00843,DB01339,69,DB13872$t
DB08918,DB00619,46,DB01369$h
DB09039,DB04871,72,DB01131$h
DB01041,DB01567,15,DB01041$t
DB01609,DB00448,74,DB01042$h
DB00744,DB01601,46,DB00410$h
DB00356,DB06282,48,DB00445$h
DB04743,DB04865,48,DB00178$h
DB00998,DB00850,48,DB13450$h
DB00682,DB00328,5,DB01058$h
DB00877,DB04876,69,DB00267$t
DB00875,DB08871,19,DB01214$h
DB00318,DB00273,48,DB01019$t
DB09143,DB02703,72,DB00630$h
DB06282,DB08873,46,DB01301$t
DB08880,DB00976,74,DB01205$h
DB01175,DB00976,46,DB00890$t
DB06739,DB00502,48,DB01301$h
DB09297,DB01601,46,DB01208$t
DB08882,DB06414,74,DB01303$h
DB01587,DB00356,48,DB06654$h
DB00402,DB01236,48,DB08911$t
DB01433,DB01324,48,DB00744$t
DB00356,DB01601,46,DB04844$t
DB01216,DB00203,46,DB01615$h
DB01349,DB09215,48,DB01219$t
DB01236,DB01567,48,DB04871$h
DB00613,DB01259,72,DB09324$h
DB00678,DB01023,48,DB01581$t
DB00497,DB04844,48,DB01364$t
DB00806,DB00925,59,DB05381$h
DB00888,DB00511,57,DB01028$t
DB04844,DB08871,19,DB00606$h
DB01268,DB01601,46,DB00775$h
DB08916,DB08880,72,DB09241$h
DB00831,DB00323,48,DB00203$t
DB01615,DB00395,48,DB09124$t
DB00831,DB13025,48,DB01606$t
DB00402,DB00690,48,DB01611$h
DB08916,DB01259,72,DB00323$t
DB00615,DB01268,74,DB00854$t
DB01366,DB06152,48,DB08873$t
DB00814,DB01015,46,DB00502$t
DB08877,DB09118,72,DB05294$t
DB02709,DB01609,48,DB00751$h
DB00182,DB04871,46,DB00402$t
DB09167,DB00723,83,DB00678$t
DB00615,DB11574,3,DB00617$h
DB01041,DB01433,15,DB00890$t
DB00476,DB00420,46,DB11574$t
DB08880,DB00682,74,DB05219$t
DB09009,DB13872,48,DB01236$t
DB00682,DB00745,46,DB13873$t
DB09396,DB01211,46,DB09156$h
DB01320,DB03756,3,DB01601$h
DB00304,DB08882,69,DB00432$h
DB00806,DB01214,59,DB05294$t
DB00514,DB04871,48,DB00710$t
DB01183,DB00619,46,DB06282$t
DB09330,DB00831,74,DB09223$t
DB01433,DB00780,48,DB09543$h
DB00608,DB00346,19,DB00916$h
DB01236,DB06144,48,DB01141$t
DB01058,DB09167,46,DB00432$t
DB00678,DB09215,48,DB00546$h
DB01591,DB00956,48,DB08871$t
DB00323,DB08931,48,DB09067$t
DB09477,DB06414,74,DB01036$t
DB00420,DB00215,46,DB08905$h
DB00497,DB09118,72,DB01339$h
DB09147,DB00487,74,DB00203$h
DB00818,DB01433,48,DB00546$t
DB00875,DB01236,19,DB00843$t
DB01041,DB00690,15,DB00080$h
DB00203,DB09118,72,DB00456$t
DB00620,DB00270,46,DB00675$t
DB00818,DB01026,46,DB11106$t
DB00608,DB00620,48,DB09118$h
DB00427,DB04896,48,DB01036$h
DB01595,DB01463,48,DB13873$t
DB01364,DB01366,48,DB02709$h
DB00744,DB01324,69,DB00678$h
DB00850,DB00395,48,DB01206$h
DB00339,DB08933,72,DB00489$t
DB00514,DB00608,46,DB00877$t
DB00831,DB00647,48,DB09048$t
DB01364,DB06152,48,DB09215$h
DB00321,DB01026,46,DB01131$t
DB09041,DB00270,48,DB00998$t
DB00831,DB01103,72,DB04876$h
DB00680,DB08918,48,DB01022$t
DB00628,DB06144,48,DB00877$h
DB01195,DB01236,19,DB09241$h
DB01614,DB13872,48,DB01183$h
DB09143,DB09330,72,DB01591$t
DB00655,DB00843,48,DB09221$h
DB06414,DB09118,72,DB08933$h
DB01085,DB09330,72,DB01364$h
DB00680,DB00854,59,DB00640$t
DB00575,DB00470,15,DB06282$t
DB00615,DB01085,3,DB06155$h
DB01195,DB00916,19,DB09330$t
DB01041,DB00178,48,DB09185$h
DB00818,DB08918,48,DB00630$t
DB01591,DB01601,46,DB08882$t
DB00395,DB01219,48,DB00954$t
DB00843,DB09330,72,DB01581$h
DB00476,DB00388,84,DB00625$h
DB01349,DB00554,48,DB00680$t
DB01268,DB09048,72,DB11560$h
DB09039,DB00915,19,DB01615$t
DB01320,DB01259,74,DB00575$t
DB00203,DB09167,46,DB08916$t
DB01609,DB01211,74,DB01614$t
DB04896,DB00647,63,DB00768$t
DB01233,DB01199,69,DB00647$t
DB01041,DB00906,15,DB00546$t
DB05246,DB01175,48,DB00627$t
DB00889,DB09039,46,DB00803$t
DB00182,DB01184,48,DB09330$h
DB00620,DB08873,46,DB00215$t
DB00631,DB01041,48,DB00665$h
DB01595,DB01587,48,DB01036$t
DB01233,DB01615,48,DB00981$h
DB00675,DB00976,46,DB00711$t
DB00850,DB00675,46,DB00514$t
DB01036,DB00318,48,DB01161$t
DB06201,DB00768,48,DB00346$h
DB00489,DB01184,32,DB01206$h
DB08828,DB01026,46,DB00780$t
DB00780,DB09477,59,DB01183$h
DB00850,DB01236,48,DB00420$t
DB01199,DB01081,48,DB00511$h
DB00619,DB00270,72,DB00613$t
DB05294,DB00976,46,DB08880$t
DB00751,DB09048,72,DB01205$t
DB04896,DB00388,84,DB13873$h
DB00744,DB01149,46,DB01093$t
DB06739,DB08964,69,DB01592$t
DB00699,DB00420,46,DB00608$h
DB00633,DB00876,48,DB00529$t
DB01161,DB06144,48,DB01015$h
DB01183,DB08873,46,DB06152$t
DB01433,DB01587,48,DB02709$t
DB00323,DB00395,48,DB00806$h
DB00850,DB00489,59,DB09167$t
DB01587,DB00203,46,DB01592$h
DB00554,DB06826,69,DB00487$t
DB01184,DB08871,19,DB08930$t
DB00631,DB00476,29,DB11363$t
DB08931,DB01015,46,DB00487$t
DB08916,DB00518,72,DB00410$h
DB00571,DB08931,48,DB00818$t
DB00318,DB00768,48,DB09048$h
DB01268,DB01149,46,DB01233$h
DB01591,DB08943,46,DB00768$h
DB00489,DB00321,19,DB00998$h
DB01195,DB01268,19,DB00441$t
DB08889,DB00511,57,DB00378$t
DB00321,DB00678,46,DB01199$t
DB00201,DB02703,72,DB00832$t
DB00318,DB00203,46,DB00751$t
DB00850,DB00502,46,DB01195$t
DB00818,DB00807,48,DB00546$h
DB01320,DB01085,3,DB01000$h
DB01149,DB13025,48,DB00577$t
DB00318,DB00875,48,DB06282$h
DB01028,DB00427,48,DB01601$t
DB00752,DB09477,59,DB09342$h
DB01216,DB01601,46,DB09241$t
DB05246,DB00215,46,DB06654$t
DB09297,DB01149,46,DB00388$h
DB00854,DB09166,48,DB01438$h
DB11560,DB09167,46,DB00553$t
DB09477,DB01041,48,DB00953$t
DB00546,DB00215,46,DB01026$h
DB00956,DB00575,15,DB00763$t
DB00647,DB09118,72,DB09015$t
DB08916,DB01162,72,DB00832$t
DB08918,DB00976,72,DB08983$h
DB00947,DB08933,72,DB05246$t
DB06212,DB09048,72,DB13142$t
DB04844,DB01236,19,DB00384$h
DB00514,DB01211,46,DB01331$h
DB01028,DB00906,48,DB09241$t
DB00617,DB00203,46,DB01046$t
DB06144,DB09342,48,DB01205$h
DB06739,DB04865,48,DB00841$t
DB00699,DB01015,48,DB00321$t
DB01609,DB00814,74,DB01366$t
DB06217,DB00608,46,DB01206$t
DB01600,DB08964,69,DB00678$t
DB01349,DB00768,48,DB08871$t
DB01204,DB00511,57,DB13873$t
DB00554,DB06781,48,DB01301$t
DB01609,DB00203,74,DB00631$t
DB01205,DB00402,75,DB00854$t
DB00615,DB01058,74,DB00630$h
DB01609,DB00270,74,DB01199$t
DB09009,DB00625,48,DB02546$h
DB01081,DB01325,48,DB00875$t
DB00448,DB00678,46,DB08877$t
DB00710,DB00445,23,DB00441$t
DB06155,DB00619,46,DB00665$h
DB00628,DB01463,48,DB09241$t
DB08916,DB01103,72,DB00719$t
DB09241,DB00780,63,DB00736$t
DB00571,DB01021,59,DB01591$t
DB01131,DB02703,72,DB01085$t
DB01595,DB00752,48,DB00339$h
DB00633,DB09167,36,DB08802$t
DB06739,DB06414,46,DB00529$t
DB00216,DB09330,72,DB04339$h
DB00615,DB02703,72,DB01411$t
DB00814,DB08880,46,DB09477$t
DB01609,DB00675,74,DB04865$t
DB05381,DB00678,46,DB01301$h
DB00502,DB01236,19,DB04786$h
DB01216,DB08933,72,DB00870$h
DB00553,DB00270,46,DB12924$t
DB01131,DB06414,46,DB00445$t
DB00990,DB08873,46,DB01022$h
DB01320,DB00296,3,DB00807$h
DB00402,DB00203,46,DB11348$t
DB01320,DB09235,72,DB01463$t
DB00619,DB00273,46,DB08911$t
DB01184,DB00625,46,DB01609$t
DB13872,DB00273,48,DB00710$h
DB00615,DB06282,3,DB09211$h
DB00615,DB01351,3,DB00323$h
DB00752,DB00497,48,DB00296$t
DB00682,DB00441,5,DB09488$h
DB00608,DB08880,46,DB09185$h
DB01211,DB00608,19,DB08957$h
DB01320,DB00571,3,DB09067$h
DB00780,DB00296,48,DB00392$t
DB01339,DB00956,48,DB00571$h
DB09143,DB01149,72,DB01339$t
DB01015,DB08933,72,DB09147$h
DB00459,DB00304,69,DB00514$h
DB00953,DB00875,48,DB01216$h
DB06144,DB09167,46,DB09040$h
DB06739,DB01601,46,DB00655$t
DB01320,DB01609,74,DB09210$t
DB01609,DB11574,74,DB06261$h
DB01268,DB00752,8,DB04786$h
DB11596,DB01320,74,DB08877$h
DB01233,DB01026,46,DB00203$h
DB00752,DB00998,48,DB00420$h
DB00814,DB06781,48,DB01351$h
DB00216,DB00953,48,DB00120$t
DB09292,DB04743,48,DB05294$t
DB00768,DB01208,26,DB00470$t
DB09039,DB00752,72,DB08931$t
DB00831,DB01236,48,DB00841$h
DB00875,DB00273,48,DB08802$t
DB00850,DB00273,48,DB01329$t
DB06739,DB00752,46,DB00216$t
DB01325,DB04876,69,DB09048$t
DB00497,DB09125,48,DB08877$t
DB01325,DB00392,72,DB01162$h
DB01591,DB00273,48,DB01219$t
DB00489,DB03128,48,DB00427$t
DB08798,DB01026,46,DB01610$t
DB09167,DB00780,63,DB09134$h
DB01216,DB09330,72,DB11699$h
DB00744,DB00625,46,DB00273$t
DB09241,DB04844,48,DB01369$h
DB01320,DB01219,3,DB01280$h
DB00323,DB01219,48,DB00888$h
DB00518,DB09167,46,DB08882$t
DB08918,DB06152,84,DB00420$h
DB00647,DB01026,46,DB00571$t
DB00925,DB09477,59,DB09543$t
DB01081,DB09125,48,DB00627$h
DB00780,DB00876,59,DB00647$t
DB00321,DB00745,46,DB01199$t
DB01320,DB08931,3,DB04743$h
DB00620,DB01233,48,DB11363$t
DB01081,DB00780,48,DB00711$t
DB00647,DB01325,48,DB04896$h
DB00998,DB01463,48,DB08880$t
DB00818,DB05246,48,DB01191$t
DB00420,DB00270,19,DB00415$h
DB00916,DB02703,72,DB05294$t
DB01601,DB02703,72,DB01208$t
DB01195,DB00752,46,DB00890$t
DB01320,DB08798,3,DB04743$h
DB00502,DB00476,46,DB03128$t
DB01609,DB01591,74,DB09130$h
DB06696,DB02709,71,DB01614$h
DB00831,DB01615,48,DB04786$t
DB00956,DB00752,15,DB04711$h
DB00870,DB00630,48,DB09018$h
DB00572,DB00273,48,DB00553$h
DB01204,DB08916,74,DB01208$t
DB00699,DB02709,48,DB11363$h
DB05381,DB00619,46,DB00751$t
DB00210,DB00768,48,DB01607$h
DB00831,DB01587,48,DB00489$h
DB00182,DB09235,59,DB01411$t
DB00947,DB00511,57,DB01324$t
DB00925,DB06826,59,DB08911$h
DB00203,DB00346,59,DB06414$h
DB12278,DB00318,48,DB03756$t
DB08918,DB01463,48,DB13450$t
DB09166,DB00321,48,DB09018$h
DB08931,DB06210,72,DB00318$h
DB00339,DB09118,72,DB00658$t
DB00384,DB00489,48,DB06729$h
DB01587,DB00976,46,DB01583$h
DB01028,DB13872,48,DB00625$h
DB09292,DB00244,48,DB00470$h
DB08918,DB01601,72,DB00819$t
DB04871,DB11699,63,DB00553$t
DB00318,DB00831,48,DB05381$t
DB09342,DB00321,48,DB01205$h
DB00392,DB00470,84,DB00511$h
DB00615,DB00628,3,DB01206$h
DB01184,DB01149,72,DB06217$h
DB01349,DB09118,72,DB01351$h
DB00571,DB00184,48,DB08798$h
DB00546,DB00273,46,DB00628$h
DB00814,DB09215,48,DB11636$t
DB00752,DB01023,59,DB00877$t
DB01587,DB01219,48,DB00456$t
DB00690,DB01028,48,DB00571$h
DB00956,DB04871,46,DB09297$t
DB00780,DB01615,48,DB00832$h
DB01214,DB01600,36,DB00877$h
DB00608,DB00619,46,DB01093$h
DB00665,DB08933,72,DB09462$h
DB00402,DB01211,46,DB06781$h
DB00814,DB06826,69,DB06152$h
DB00615,DB01587,3,DB01199$h
DB01041,DB00304,80,DB00680$t
DB00575,DB00768,48,DB00627$h
DB00318,DB09125,48,DB01611$t
DB01122,DB12278,69,DB01208$t
DB09292,DB01214,48,DB09211$t
DB00328,DB01609,48,DB09396$h
DB01320,DB13872,72,DB06696$t
DB00402,DB06144,48,DB00402$t
DB00768,DB00215,48,DB00751$h
DB09241,DB00318,59,DB00953$h
DB00270,DB01324,59,DB09292$h
DB06414,DB09041,72,DB00619$t
DB00546,DB09048,72,DB09462$t
DB00633,DB01028,48,DB00459$h
DB01595,DB00633,48,DB04711$t
DB01615,DB00625,48,DB08877$t
DB00631,DB01236,48,DB08802$t
DB00613,DB01058,74,DB13142$h
DB01175,DB00915,19,DB04552$h
DB01320,DB09143,74,DB00356$h
DB00518,DB01149,46,DB01162$h
DB00384,DB01349,67,DB09009$h
DB00210,DB00814,48,DB01000$t
DB00807,DB01567,48,DB01162$t
DB01609,DB01184,74,DB00806$h
DB00339,DB01026,46,DB09488$t
DB01349,DB09048,72,DB09210$h
DB13872,DB00395,48,DB00296$t
DB00346,DB08931,59,DB01326$h
DB08905,DB01199,48,DB00640$t
DB09166,DB00356,48,DB09462$t
DB00323,DB01175,48,DB00832$h
DB00608,DB00710,19,DB05246$t
DB00956,DB00273,15,DB01592$t
DB01615,DB00768,48,DB01214$h
DB00608,DB09215,48,DB08905$h
DB01216,DB02703,72,DB09167$h
DB09039,DB00420,72,DB00925$h
DB00328,DB01324,69,DB09235$h
DB00328,DB04552,48,DB01411$t
