Drug1_ID,Drug2_ID,Y,Neg samples
DB06216,DB09120,46,DB01132$h
DB00370,DB01101,46,DB01063$t
DB00849,DB04841,48,DB05039$t
DB01169,DB00755,48,DB01623$t
DB00692,DB00700,48,DB00310$t
DB01197,DB00605,48,DB01086$t
DB00960,DB01401,36,DB00440$t
DB06789,DB00912,69,DB00961$t
DB01227,DB00808,48,DB09031$t
DB01267,DB00398,19,DB01051$h
DB09080,DB00310,82,DB01192$h
DB00187,DB01399,36,DB04575$h
DB04946,DB00263,46,DB02187$h
DB00220,DB01357,74,DB09323$h
DB00458,DB00006,72,DB01088$h
DB09280,DB08865,74,DB00377$t
DB00908,DB00320,46,DB00189$t
DB01114,DB00169,46,DB01708$t
DB00452,DB00337,71,DB01575$h
DB06335,DB08804,8,DB01401$h
DB01196,DB00208,46,DB09104$t
DB06267,DB00629,9,DB00921$h
DB00922,DB00899,48,DB01100$t
DB09279,DB00688,48,DB01133$h
DB00624,DB00359,46,DB01170$t
DB01201,DB01357,3,DB00320$h
DB00490,DB00189,48,DB09082$h
DB00374,DB00528,59,DB00859$h
DB01155,DB00358,19,DB00472$t
DB01248,DB01254,72,DB01348$h
DB01209,DB01142,48,DB00491$t
DB00434,DB00653,15,DB06802$t
DB09204,DB01397,36,DB00460$t
DB08875,DB00205,46,DB01626$h
DB01393,DB00320,46,DB01232$h
DB09275,DB00227,74,DB06594$h
DB01435,DB00764,48,DB00472$t
DB08815,DB01106,48,DB01345$t
DB01080,DB00715,48,DB00526$t
DB01200,DB01275,48,DB00846$h
DB06737,DB11921,48,DB06196$t
DB01086,DB00413,31,DB00835$t
DB01086,DB06716,48,DB00867$h
DB00697,DB01182,72,DB11342$t
DB00308,DB00557,19,DB00663$h
DB00315,DB09244,46,DB01291$t
DB06237,DB01263,72,DB08910$t
DB02513,DB01074,48,DB01124$h
DB01095,DB00435,72,DB06771$t
DB00435,DB05271,48,DB00626$h
DB00849,DB08910,48,DB00988$t
DB01016,DB09198,46,DB01604$t
DB08906,DB00887,82,DB00513$t
DB04948,DB01392,36,DB00708$t
DB00688,DB00468,46,DB00598$h
DB11817,DB00227,46,DB00479$t
DB00904,DB00494,48,DB06700$t
DB00363,DB09082,19,DB01249$h
DB06203,DB06710,8,DB00454$h
DB06207,DB04868,72,DB00830$t
DB00238,DB00322,46,DB00771$t
DB08895,DB00390,53,DB00782$t
DB00195,DB01104,46,DB08819$t
DB00176,DB09072,15,DB11135$h
DB00883,DB00975,48,DB00788$h
DB00801,DB01065,48,DB00035$h
DB00852,DB01247,70,DB00312$t
DB01452,DB00450,15,DB00280$t
DB00898,DB09074,46,DB01427$t
DB01202,DB04953,48,DB00660$t
DB06684,DB00454,48,DB01395$h
DB00657,DB00226,59,DB00646$h
DB00629,DB01151,36,DB06711$t
DB01424,DB01029,46,DB08799$t
DB01189,DB00521,48,DB00793$t
DB00423,DB01242,48,DB00373$h
DB00508,DB08910,48,DB00703$t
DB01390,DB09091,2,DB00747$t
DB01069,DB00884,17,DB01099$t
DB08922,DB09072,15,DB06264$t
DB00278,DB08981,5,DB00892$h
DB00232,DB00496,72,DB00599$h
DB08907,DB06710,8,DB00393$h
DB00922,DB00880,48,DB00770$t
DB00912,DB08865,46,DB01440$t
DB06700,DB01319,46,DB00268$t
DB08867,DB11619,69,DB09282$h
DB09244,DB00938,48,DB08868$h
DB00866,DB01050,36,DB00458$h
DB09204,DB00275,48,DB01220$h
DB01105,DB06717,72,DB00978$t
DB05109,DB00188,46,DB01333$h
DB06267,DB00968,9,DB00826$h
DB06702,DB00199,46,DB06637$t
DB00540,DB00881,72,DB00788$h
DB09343,DB00331,72,DB04575$h
DB00622,DB00091,46,DB00479$h
DB06690,DB01618,48,DB08908$h
DB09204,DB09026,48,DB00258$t
DB01283,DB00223,48,DB09034$t
DB01248,DB00385,48,DB00331$h
DB06267,DB06636,46,DB11254$t
DB04951,DB00207,72,DB00817$h
DB01283,DB00035,48,DB00488$h
DB01067,DB00398,46,DB00740$t
DB00206,DB09128,48,DB00280$t
DB01226,DB01427,20,DB00288$h
DB00474,DB00603,69,DB01192$h
DB01008,DB08865,46,DB00542$t
DB05271,DB00706,48,DB00006$t
DB00629,DB00691,59,DB00475$t
DB09212,DB09218,48,DB11581$t
DB01201,DB00591,74,DB00684$t
DB01014,DB06725,56,DB06287$t
DB01253,DB01621,48,DB00935$t
DB00312,DB09026,3,DB00166$h
DB00521,DB01075,46,DB06817$h
DB00195,DB01408,13,DB11737$t
DB01239,DB00794,48,DB01001$t
DB00961,DB01080,48,DB00240$h
DB00468,DB00960,59,DB01071$h
DB00588,DB00765,31,DB00035$t
DB00404,DB00750,48,DB01105$h
DB00829,DB01221,48,DB01176$h
DB00849,DB01242,3,DB08934$h
DB00521,DB01050,36,DB04398$t
DB04951,DB00277,72,DB01599$h
DB00975,DB01296,52,DB00449$h
DB01189,DB00622,48,DB00799$t
DB01159,DB06712,48,DB01071$t
DB00936,DB00896,48,DB00931$h
DB00232,DB00804,72,DB00991$h
DB01132,DB06700,8,DB00872$h
DB00748,DB01621,48,DB08967$t
DB00679,DB01576,72,DB00681$t
DB00498,DB00582,72,DB01327$t
DB00972,DB01263,46,DB00588$t
DB01452,DB00937,68,DB00335$t
DB00734,DB00715,46,DB08909$t
DB01394,DB01234,72,DB01563$t
DB01466,DB01367,48,DB01068$h
DB01202,DB08872,48,DB00196$h
DB05351,DB00091,46,DB00214$h
DB00248,DB01011,48,DB06767$t
DB00482,DB00770,69,DB01353$t
DB11079,DB00253,48,DB02513$h
DB01282,DB00922,48,DB06791$t
DB00997,DB01069,72,DB06767$t
DB00636,DB00224,46,DB06689$t
DB04842,DB09072,15,DB00559$t
DB01016,DB00343,46,DB01423$h
DB03585,DB00687,48,DB00598$h
DB00185,DB00834,72,DB00312$t
DB00477,DB01158,48,DB00800$h
DB00555,DB01142,48,DB00362$t
DB06228,DB08816,5,DB00771$h
DB08991,DB00223,48,DB00727$h
DB06810,DB00500,71,DB00462$h
DB01424,DB09238,46,DB00787$t
DB11148,DB00967,48,DB00921$h
DB01174,DB00932,74,DB09146$h
DB13874,DB01101,46,DB04861$t
DB00899,DB00313,48,DB00526$h
DB01396,DB11126,81,DB00385$h
DB00997,DB06708,72,DB00978$t
DB00860,DB00685,48,DB08795$t
DB01201,DB00564,3,DB00865$h
DB00652,DB01437,48,DB00488$h
DB00515,DB00214,56,DB00134$h
DB11915,DB12332,46,DB08974$h
DB09280,DB08896,74,DB00527$t
DB00975,DB01224,48,DB09256$h
DB00091,DB00887,48,DB00635$h
DB00564,DB00297,3,DB00191$h
DB00391,DB01090,1,DB06605$h
DB00604,DB09054,46,DB04840$t
DB06725,DB01234,48,DB00872$h
DB01558,DB04953,48,DB00220$t
DB06148,DB00169,46,DB12026$h
DB01104,DB09000,48,DB09093$t
DB00240,DB00188,46,DB01203$t
DB09049,DB00220,72,DB11619$h
DB08827,DB00224,72,DB09536$h
DB00588,DB00358,48,DB01332$t
DB00425,DB00829,15,DB09138$t
DB00652,DB01037,48,DB08994$t
DB08860,DB01319,72,DB00935$t
DB00898,DB00434,15,DB01370$t
DB01018,DB06413,46,DB08903$h
DB04839,DB01242,74,DB09128$h
DB07615,DB01410,48,DB00130$h
DB01203,DB08868,53,DB00952$t
DB04855,DB01072,72,DB01143$h
DB00393,DB00199,72,DB00985$h
DB00881,DB00963,48,DB01168$h
DB01174,DB00773,74,DB08811$h
DB00422,DB01168,70,DB00298$t
DB01012,DB00220,46,DB04861$t
DB01365,DB01626,70,DB00853$t
DB09093,DB00319,69,DB01234$t
DB00834,DB00764,69,DB00338$t
DB01203,DB01392,36,DB00881$t
DB01215,DB01440,48,DB00319$t
DB00544,DB09291,72,DB01051$h
DB09280,DB01047,74,DB00823$h
DB09123,DB08907,69,DB06292$t
DB00418,DB00966,59,DB00943$t
DB01551,DB00801,48,DB00319$t
DB00734,DB00962,48,DB04868$t
DB01628,DB03585,48,DB00152$t
DB00443,DB00243,72,DB00837$t
DB00238,DB09026,3,DB00446$h
DB00207,DB00673,72,DB00979$t
DB01159,DB00543,48,DB00479$t
DB01466,DB01202,48,DB00568$t
DB00477,DB00228,48,DB01102$t
DB09227,DB00295,48,DB00226$h
DB00679,DB01355,48,DB00484$t
DB00696,DB00773,48,DB08868$t
DB01238,DB01275,59,DB00153$t
DB00175,DB01628,72,DB01209$t
DB01229,DB01158,48,DB01012$t
DB00794,DB01167,74,DB06695$t
DB00482,DB00224,46,DB00418$h
DB00673,DB00945,3,DB00398$h
DB01220,DB09216,74,DB06804$t
DB00835,DB00949,48,DB00549$t
DB01624,DB00281,48,DB08795$h
DB00213,DB00246,46,DB01160$t
DB01254,DB00673,72,DB01226$h
DB01228,DB00285,46,DB09279$h
DB01247,DB00374,59,DB00578$t
DB00866,DB09236,59,DB05039$h
DB01589,DB00985,48,DB01275$t
DB00821,DB00399,48,DB09231$t
DB09270,DB00091,72,DB00609$h
DB11609,DB00283,48,DB00245$t
DB06701,DB00285,46,DB01059$t
DB00701,DB00322,46,DB06605$t
DB01018,DB00091,46,DB09137$t
DB00687,DB00214,82,DB01294$t
DB00338,DB00398,46,DB00166$t
DB06636,DB00254,46,DB01121$h
DB01377,DB00873,2,DB09146$t
DB01576,DB00238,46,DB01096$t
DB00652,DB00903,48,DB06690$h
DB09068,DB01171,48,DB00897$t
DB01181,DB00715,46,DB01139$t
DB01009,DB01050,48,DB04868$h
DB00573,DB00253,48,DB02187$h
DB00706,DB00816,4,DB08875$h
DB09275,DB00873,2,DB09280$t
DB00932,DB00501,46,DB00411$h
DB00980,DB00188,46,DB00180$t
DB09049,DB00584,72,DB00409$h
DB01156,DB00257,72,DB00460$h
DB01118,DB01113,48,DB01030$t
DB00582,DB00555,48,DB00882$h
DB00852,DB01100,60,DB00882$h
DB00568,DB06708,46,DB00274$t
DB00607,DB09236,3,DB00520$h
DB01194,DB00582,72,DB00539$h
DB00734,DB09074,46,DB06704$t
DB01452,DB00341,48,DB04794$t
DB00899,DB01618,48,DB06697$h
DB01340,DB01401,48,DB01112$h
DB08903,DB00196,19,DB00175$t
DB01119,DB08808,59,DB01356$h
DB01207,DB00932,52,DB00169$t
DB00590,DB06413,46,DB09096$t
DB00425,DB00423,15,DB05239$t
DB00726,DB00677,72,DB09030$h
DB01198,DB00199,72,DB00728$h
DB00961,DB01114,48,DB00738$h
DB01367,DB00706,48,DB00217$t
DB00589,DB08864,48,DB00802$t
DB00434,DB01068,48,DB04930$t
DB00519,DB02638,59,DB04575$h
DB00418,DB01466,48,DB00564$t
DB01367,DB00519,59,DB00486$t
DB00701,DB00907,46,DB00551$t
DB06697,DB08992,48,DB08913$t
DB00559,DB00335,59,DB01384$h
DB06237,DB01193,9,DB09120$h
DB00425,DB00243,46,DB00637$t
DB00358,DB00483,69,DB00526$h
DB00377,DB01263,46,DB01113$t
DB01466,DB04572,46,DB01627$t
DB00498,DB00176,5,DB01429$h
DB04841,DB09065,72,DB00790$h
DB00371,DB01227,48,DB01054$t
DB01422,DB00900,66,DB01170$h
DB01014,DB00180,48,DB00622$h
DB11619,DB00278,69,DB09244$h
DB00735,DB09216,48,DB12267$t
DB00880,DB08941,48,DB00816$t
DB06770,DB09071,48,DB00208$h
DB01590,DB00381,72,DB00229$h
DB06791,DB01252,69,DB00798$t
DB00455,DB06603,72,DB00772$t
DB11581,DB06290,72,DB00418$h
DB00209,DB00652,48,DB09084$h
DB01061,DB00955,74,DB00657$h
DB00645,DB00486,15,DB01418$h
DB00852,DB08922,60,DB00614$h
DB01253,DB00904,63,DB00593$h
DB01194,DB00794,48,DB08967$t
DB00804,DB00967,48,DB01047$t
DB04948,DB00742,48,DB00457$t
DB06203,DB00495,74,DB00742$t
DB00897,DB00907,48,DB01156$h
DB00898,DB00207,46,DB00883$t
DB01283,DB00827,26,DB01075$h
DB08439,DB00905,69,DB06725$t
DB09090,DB00175,48,DB00357$t
DB01190,DB05521,46,DB09095$t
DB01098,DB01007,72,DB09343$h
DB00844,DB08922,48,DB06706$t
DB09245,DB00866,59,DB09320$h
DB00312,DB01016,3,DB01403$h
DB00748,DB01132,46,DB00334$t
DB00696,DB00377,63,DB00189$t
DB00187,DB00695,48,DB00527$t
DB08865,DB00188,19,DB06292$h
DB00808,DB00967,72,DB00423$h
DB00370,DB00338,46,DB05812$t
DB00181,DB04946,48,DB00847$h
DB00980,DB01080,48,DB06738$t
DB01628,DB01240,69,DB00588$h
DB04946,DB00927,19,DB01159$h
DB00425,DB00985,15,DB06605$h
DB00559,DB00549,72,DB08932$t
DB00892,DB00344,48,DB00648$h
DB00228,DB00344,48,DB01421$t
DB00972,DB00503,46,DB01297$t
DB00454,DB00985,48,DB00115$h
DB01624,DB01059,19,DB00793$t
DB04574,DB00214,82,DB00596$t
DB06695,DB06802,5,DB01077$h
DB13783,DB01090,69,DB04938$t
DB01250,DB07615,56,DB00515$t
DB00541,DB00224,72,DB01140$t
DB01234,DB00483,48,DB06413$h
DB01086,DB00285,48,DB01143$h
DB09026,DB00812,36,DB00833$h
DB01590,DB01253,72,DB11254$t
DB00924,DB01192,48,DB00656$h
DB00790,DB12598,48,DB01119$t
DB01275,DB01612,48,DB06153$t
DB01623,DB01239,48,DB06825$h
DB06403,DB01171,46,DB01356$t
DB00731,DB00227,46,DB09112$h
DB01577,DB09352,48,DB00977$t
DB00694,DB05812,72,DB00134$t
DB00708,DB09128,48,DB05239$h
DB00844,DB00423,48,DB01121$t
DB00248,DB01621,48,DB00515$h
DB00829,DB01072,46,DB01201$t
DB00946,DB00672,5,DB01226$t
DB00758,DB08887,5,DB00140$h
DB00232,DB00742,48,DB01264$h
DB01576,DB00334,60,DB05039$h
DB00175,DB01097,46,DB00551$t
DB00297,DB00726,48,DB09014$h
DB01251,DB00863,72,DB06595$h
DB08815,DB00422,48,DB00213$h
DB00564,DB00530,74,DB00218$h
DB07615,DB00235,52,DB00880$t
DB00753,DB00401,48,DB05521$t
DB01255,DB09225,60,DB00238$h
DB00347,DB00412,46,DB01001$t
DB01054,DB00199,46,DB06441$t
DB00308,DB00333,19,DB13153$t
DB00425,DB04868,46,DB00397$t
DB09280,DB00401,3,DB00479$h
DB00418,DB00747,48,DB00945$h
DB08899,DB01260,74,DB00934$t
DB00599,DB00660,48,DB01252$h
DB00918,DB00932,46,DB00366$t
DB01100,DB01232,72,DB00609$h
DB00872,DB01192,72,DB08993$t
DB09204,DB00861,36,DB01008$h
DB00866,DB01014,36,DB00912$t
DB09270,DB00284,7,DB00527$h
DB00748,DB00501,46,DB09300$t
DB00483,DB00479,39,DB04878$h
DB00217,DB00226,59,DB00564$h
DB00648,DB08896,74,DB00198$h
DB00708,DB09026,48,DB00836$h
DB09232,DB00697,48,DB01241$t
DB00694,DB09065,46,DB00582$h
DB01197,DB09038,48,DB01140$t
DB00297,DB00892,48,DB09265$t
DB00381,DB00246,46,DB00645$h
DB01043,DB01370,72,DB00251$t
DB00484,DB04948,9,DB00252$h
DB05676,DB00180,48,DB00656$h
DB09218,DB00764,48,DB00486$t
DB00743,DB00656,19,DB00798$t
DB00919,DB03585,71,DB01401$h
DB00614,DB00880,59,DB03615$h
DB00363,DB00508,48,DB05039$h
DB00683,DB01621,48,DB01213$h
DB00187,DB01612,48,DB06637$h
DB00333,DB08816,46,DB06795$t
DB06738,DB00243,46,DB04948$t
DB01624,DB00366,15,DB00904$t
DB01030,DB04855,72,DB00578$t
DB01544,DB01114,48,DB00379$h
DB05351,DB00317,74,DB00350$h
DB00656,DB01501,48,DB01160$t
DB01200,DB09279,48,DB09323$h
DB00614,DB06694,59,DB01384$h
DB00207,DB06717,72,DB09027$t
DB00696,DB01380,48,DB01297$t
DB09053,DB00686,48,DB00629$h
DB00796,DB01113,48,DB09414$t
DB01098,DB05265,72,DB06196$h
DB06335,DB09063,72,DB03796$t
DB01153,DB00996,48,DB00656$t
DB00940,DB00884,17,DB01073$t
DB09101,DB00783,74,DB00437$h
DB00475,DB01065,48,DB04930$t
DB01002,DB01356,48,DB06401$h
DB00312,DB04938,3,DB00170$h
DB00860,DB00834,72,DB00221$h
DB09076,DB00809,1,DB00185$h
DB00842,DB09073,72,DB00247$h
DB00695,DB01067,69,DB08815$t
DB08981,DB01130,48,DB00924$t
DB00921,DB09017,15,DB00198$h
DB01337,DB00454,48,DB00914$h
DB00808,DB01275,48,DB00708$t
DB00199,DB06825,19,DB00881$t
DB09323,DB00997,74,DB06724$h
DB00912,DB04868,46,DB00224$t
DB01171,DB09026,59,DB00310$h
DB00483,DB01227,48,DB09296$t
DB01348,DB00821,48,DB08971$h
DB00435,DB00966,48,DB04840$t
DB00517,DB01466,48,DB01598$h
DB00320,DB00490,48,DB01249$t
DB09220,DB08822,59,DB09321$h
DB01142,DB09074,46,DB08971$t
DB00972,DB00399,48,DB00211$t
DB09561,DB08938,66,DB05630$t
DB00844,DB01558,48,DB01044$h
DB01118,DB00774,48,DB01353$h
DB00735,DB00035,48,DB01415$t
DB12001,DB00246,46,DB11148$h
DB00862,DB00310,9,DB01685$h
DB00896,DB01357,72,DB06708$t
DB01418,DB01332,5,DB06707$h
DB01174,DB00747,48,DB00252$t
DB00684,DB00688,71,DB06725$h
DB01002,DB09068,48,DB00205$h
DB00519,DB00945,36,DB01623$h
DB00722,DB00179,48,DB00987$t
DB00297,DB00268,31,DB00235$t
DB00697,DB01242,36,DB00923$t
DB00297,DB08881,72,DB01121$h
DB01197,DB06603,72,DB01151$t
DB00829,DB00544,46,DB01005$h
DB01250,DB06767,72,DB00724$t
DB00234,DB00263,46,DB00423$t
DB08827,DB00188,72,DB01075$t
DB00539,DB05039,19,DB01086$t
DB00247,DB08864,48,DB00573$h
DB08987,DB00754,48,DB05239$h
DB00204,DB00934,19,DB00508$t
DB00800,DB01224,48,DB00604$h
DB00765,DB06700,48,DB00224$h
DB00599,DB01588,48,DB01059$t
DB00564,DB00679,3,DB00687$h
DB09242,DB01144,48,DB00276$h
DB00691,DB00977,74,DB00900$h
DB08922,DB00458,48,DB09220$h
DB01410,DB01167,46,DB00804$h
DB00409,DB01264,72,DB01201$t
DB01016,DB00373,8,DB00307$h
DB00545,DB08897,69,DB00722$t
DB09091,DB00977,72,DB00188$h
DB00187,DB00816,13,DB01075$t
DB04574,DB06710,73,DB01619$t
DB00347,DB09280,72,DB01164$h
DB00939,DB00896,48,DB00700$h
DB00946,DB01142,5,DB06820$h
DB06216,DB00228,48,DB00862$t
DB13231,DB09138,74,DB00341$h
DB09049,DB04868,72,DB09389$t
DB00232,DB11315,72,DB01151$t
DB00892,DB00349,48,DB05521$h
DB01071,DB00169,46,DB00369$h
DB01380,DB00284,69,DB00788$h
DB00983,DB00501,46,DB11691$t
DB00809,DB00967,48,DB13179$h
DB00543,DB01501,48,DB00669$h
DB00762,DB01254,72,DB01288$t
DB01142,DB01348,72,DB01598$h
DB00677,DB09204,53,DB00411$h
DB06712,DB06636,46,DB01291$t
DB00784,DB00905,69,DB00871$h
DB00316,DB00333,46,DB08897$h
DB00528,DB01263,72,DB00462$t
DB00670,DB01209,48,DB01029$h
DB01095,DB00908,46,DB00091$t
DB00313,DB00961,48,DB00959$t
DB08822,DB00795,48,DB01362$t
DB01020,DB01224,48,DB00337$t
DB13323,DB00949,48,DB01275$h
DB01189,DB01580,48,DB00337$h
DB05271,DB06708,46,DB04573$h
DB08906,DB00257,46,DB00434$h
DB00980,DB08872,48,DB01089$t
DB01159,DB01080,48,DB00962$t
DB01577,DB00614,70,DB00787$t
DB00555,DB00593,48,DB00834$t
DB00846,DB04573,72,DB00661$t
DB05812,DB05521,46,DB01623$h
DB06605,DB00784,5,DB00737$h
DB08860,DB00882,72,DB06718$t
DB11609,DB00543,48,DB00261$t
DB00217,DB11362,59,DB01365$t
DB00726,DB01501,48,DB00900$t
DB01403,DB00292,15,DB05316$h
DB06723,DB01260,2,DB00344$h
DB06725,DB08971,48,DB01082$h
DB09270,DB01685,72,DB01626$t
DB01201,DB00683,3,DB00909$h
DB00758,DB01240,52,DB04570$h
DB00695,DB08941,48,DB00331$t
DB00972,DB02187,48,DB00645$t
DB09286,DB00661,48,DB00364$t
DB00231,DB00904,48,DB01332$h
DB00696,DB01685,48,DB01295$t
DB01227,DB01367,48,DB00199$t
DB01200,DB08881,72,DB00932$h
DB01558,DB09085,48,DB01017$t
DB01612,DB08941,48,DB00737$t
DB00266,DB00472,5,DB01356$h
DB01035,DB00932,46,DB02187$t
DB00862,DB11362,9,DB00827$h
DB01708,DB00951,74,DB01053$h
DB00390,DB00196,46,DB04967$h
DB00335,DB09288,36,DB00962$t
DB00363,DB00594,48,DB00520$t
DB09449,DB00436,56,DB08987$h
DB00820,DB01232,72,DB06204$h
DB06694,DB01193,24,DB11121$t
DB00557,DB01017,15,DB01603$h
DB01087,DB00224,46,DB00243$t
DB00865,DB00679,60,DB02513$h
DB00911,DB01263,46,DB00376$t
DB00749,DB00224,46,DB11268$t
DB09034,DB00281,15,DB00865$h
DB00494,DB01114,48,DB00180$t
DB01440,DB08815,48,DB01413$t
DB00316,DB00705,46,DB00829$t
DB01435,DB09291,46,DB06713$h
DB01138,DB00169,46,DB01210$t
DB06288,DB00771,48,DB01074$h
DB00794,DB00240,3,DB00555$h
DB00468,DB01124,46,DB00738$h
DB00287,DB00381,59,DB06700$h
DB00809,DB00333,48,DB04967$t
DB01397,DB07615,48,DB00987$t
DB01409,DB00705,46,DB06288$t
DB00559,DB00622,72,DB09273$h
DB00379,DB00951,46,DB06263$t
DB06605,DB00227,72,DB00894$t
DB00972,DB01296,52,DB00589$h
DB00570,DB00091,46,DB00512$t
DB00743,DB00537,19,DB06697$t
DB01193,DB00651,13,DB00986$h
DB00498,DB08991,5,DB01282$h
DB00872,DB00924,72,DB01089$h
DB00246,DB01235,69,DB00014$h
DB01563,DB09017,48,DB08954$h
DB01588,DB00181,48,DB13145$h
DB09295,DB01097,48,DB00563$t
DB00939,DB08797,48,DB09076$t
DB09286,DB00742,48,DB06636$t
DB01618,DB00494,48,DB00491$h
DB09076,DB00813,48,DB00685$h
DB01194,DB01072,72,DB08987$t
DB00898,DB00904,15,DB00251$t
DB08899,DB00091,74,DB00551$h
DB00539,DB09063,72,DB06769$h
DB00782,DB00454,48,DB00822$t
DB01353,DB00593,48,DB00728$t
DB01228,DB00224,46,DB00666$t
DB06701,DB00477,46,DB01217$h
DB00820,DB00705,46,DB00496$t
DB01173,DB01118,46,DB00205$t
DB01186,DB01435,48,DB06288$t
DB00344,DB09065,72,DB06211$h
DB08906,DB01043,48,DB01220$t
DB00602,DB01232,46,DB01150$h
DB00222,DB01685,46,DB01267$t
DB06712,DB00758,69,DB04576$h
DB01074,DB00343,46,DB00394$t
DB00494,DB01069,48,DB00924$t
DB00266,DB00500,5,DB08808$h
DB00246,DB00434,48,DB06637$h
DB06772,DB04894,48,DB01159$t
DB00593,DB05521,46,DB00788$t
DB11126,DB09138,74,DB00793$h
DB08903,DB00243,19,DB01221$h
DB01558,DB06690,48,DB01011$h
DB04938,DB00834,72,DB06211$t
DB00455,DB00582,46,DB00256$t
DB00788,DB01029,46,DB01244$t
DB01590,DB08874,72,DB00674$t
DB01332,DB09268,69,DB13146$t
DB01189,DB01065,48,DB01140$t
DB00794,DB09080,3,DB01413$h
DB04839,DB01037,74,DB06708$h
DB04839,DB01182,74,DB00256$t
DB09270,DB00363,72,DB00629$h
DB13783,DB01047,48,DB01193$h
DB08922,DB01202,48,DB09038$h
DB00530,DB00333,46,DB01017$t
DB08907,DB01264,46,DB00846$h
DB00742,DB01193,48,DB09008$h
DB00872,DB05039,72,DB00588$h
DB00866,DB01240,59,DB08976$h
DB00237,DB01466,48,DB04794$h
DB06813,DB08976,72,DB11156$t
DB01158,DB00661,53,DB00550$t
DB01097,DB00253,48,DB00254$t
DB00555,DB00967,48,DB08913$t
DB00700,DB09063,72,DB00648$t
DB09570,DB01104,46,DB00508$t
DB00531,DB01073,14,DB08860$h
DB00641,DB00334,72,DB07615$t
DB00527,DB09072,15,DB00900$h
DB00679,DB06690,48,DB00697$t
DB00706,DB05521,72,DB01044$h
DB00435,DB08881,72,DB00368$t
DB00794,DB00374,74,DB11156$h
DB01037,DB00924,63,DB00221$t
DB00308,DB00674,19,DB00560$h
DB00519,DB00727,48,DB00686$h
DB00726,DB09054,46,DB00685$t
DB12598,DB01044,26,DB00661$t
DB06803,DB00205,46,DB01255$t
DB00972,DB00660,15,DB00316$t
DB01098,DB00541,72,DB01068$t
DB04574,DB00621,73,DB01254$t
DB00972,DB06786,48,DB00686$h
DB09073,DB01076,48,DB00603$t
DB00248,DB09120,48,DB09162$t
DB00559,DB00656,74,DB01238$h
DB01045,DB00987,3,DB00762$h
DB09279,DB00598,48,DB08910$h
DB00268,DB08808,24,DB01333$h
DB00652,DB01621,48,DB09262$t
DB07615,DB09091,48,DB01418$t
DB09227,DB01397,48,DB11691$t
DB01002,DB08820,72,DB01340$h
DB01200,DB06663,72,DB06413$t
DB01624,DB00501,46,DB00240$t
DB08896,DB01297,53,DB00871$h
DB01431,DB11268,69,DB01608$t
DB00604,DB00793,72,DB00163$h
DB00408,DB08815,48,DB00769$t
DB00821,DB00214,28,DB00228$t
DB00849,DB01353,48,DB05676$t
DB00528,DB01144,48,DB00271$t
DB00452,DB00688,71,DB00314$t
DB00599,DB00808,29,DB00933$t
DB01397,DB00136,72,DB00801$t
DB09119,DB00977,74,DB01296$h
DB00735,DB00896,48,DB01194$t
DB00297,DB00679,46,DB00525$t
DB00482,DB01088,69,DB00437$t
DB09049,DB00590,72,DB00936$t
DB00737,DB01114,48,DB00944$t
DB01227,DB04908,48,DB00302$h
DB01394,DB01039,47,DB00589$t
DB09063,DB00846,77,DB01440$h
DB09232,DB00753,48,DB00519$h
DB00543,DB00653,15,DB00783$h
DB05541,DB04868,46,DB00694$t
DB00219,DB01452,48,DB00531$h
DB01037,DB00883,48,DB01551$t
DB01256,DB01254,72,DB01059$h
DB03754,DB06786,2,DB06150$h
DB00537,DB01254,19,DB00683$t
DB01267,DB06700,36,DB00490$h
DB00362,DB01054,48,DB09104$t
DB06738,DB00614,48,DB01275$t
DB00421,DB01203,48,DB01359$h
DB00421,DB00727,48,DB09285$h
DB00863,DB00468,46,DB00924$t
DB00310,DB00335,48,DB06723$t
DB01608,DB06708,72,DB00986$h
DB09204,DB00964,48,DB00259$h
DB01224,DB00349,46,DB00594$t
DB00683,DB00434,48,DB00839$h
DB00939,DB00288,48,DB00685$t
DB00213,DB00422,17,DB09276$t
DB00607,DB01238,74,DB00968$h
DB00946,DB00605,5,DB00951$h
DB01238,DB00419,69,DB09296$t
DB13783,DB00966,69,DB13879$t
DB01171,DB00440,46,DB11691$h
DB06663,DB00222,8,DB00227$h
DB00686,DB00770,48,DB00985$t
DB00996,DB00409,48,DB09026$t
DB00796,DB00939,48,DB00520$t
DB01169,DB01261,69,DB00364$h
DB01227,DB09017,48,DB01169$t
DB00289,DB00857,72,DB09095$h
DB09570,DB09063,72,DB08884$t
DB00315,DB00696,48,DB06292$h
DB00564,DB00543,3,DB08994$h
DB08922,DB00967,48,DB04951$h
DB00335,DB00788,36,DB00221$t
DB09068,DB00748,48,DB01413$t
DB08906,DB00774,82,DB09083$t
DB08822,DB00482,48,DB01401$h
DB01177,DB01242,46,DB00324$t
DB01403,DB01067,69,DB01096$t
DB00263,DB00199,19,DB00790$t
DB00896,DB09269,69,DB00254$t
DB00180,DB00310,82,DB01384$t
DB01201,DB05676,74,DB01422$h
DB01177,DB00715,46,DB00166$t
DB01242,DB01263,46,DB00176$t
DB09034,DB00765,31,DB00126$t
DB08912,DB01380,74,DB06742$h
DB00231,DB00298,48,DB01251$t
DB00812,DB08816,46,DB09242$h
DB00648,DB06772,74,DB00734$h
